2000,1.1,2
2200,1.1,2
2400,1.1,3
2600,1.1,3
2800,1.1,3
3000,1.1,3
3200,1.1,4
3400,1.1,4
3600,1.1,4
3800,1.1,4
2000,1.2,2
2200,1.2,3
2400,1.2,3
2600,1.2,4
2800,1.2,4
3000,1.2,4
3200,1.2,5
3400,1.2,5
3600,1.2,5
3800,1.2,5
2000,1.3,4
2200,1.3,4
2400,1.3,5
2600,1.3,6
2800,1.3,6
3000,1.3,7
3200,1.3,7
3400,1.3,7
3600,1.3,8
3800,1.3,8
